Incident No.,drone-incident-id,Description,drone-type,cfs-date,drone-date,Block Location,drone-address,Full FIPS (block),drone-FIPS,drone-id,FIPS_MATCH
220501L00035403,,Assault,,2022-05-01 14:32:28.877,2022-05-01 14:14:00,CHURCH AV & F ST,330 Moss St,060730123021009,060730131022000,df0bfc9955b25720720cdc8b8fc59026,False
220503L00035863,,Disturbance - General,,2022-05-03 08:57:17.760,2022-05-03 09:16:00,600 BLOCK H ST,315 4th Ave,060730127002008,060730123021013,8400b711bc123f7cf354d2d1d9bfab34,False
220503L00035870,,Illegally Parked Vehicle,,2022-05-03 09:31:04.787,2022-05-03 09:16:00,200 BLOCK E ST,315 4th Ave,060730123041000,060730123021013,8400b711bc123f7cf354d2d1d9bfab34,False
220503L00035871,,Vandalism,,2022-05-03 09:32:30.157,2022-05-03 09:16:00,700 BLOCK ADA ST,315 4th Ave,060730132051005,060730123021013,8400b711bc123f7cf354d2d1d9bfab34,False
220503L00035873,,[Protected Call Type],,2022-05-03 09:35:59.703,2022-05-03 09:16:00,800 BLOCK FOURTH AV,315 4th Ave,060730130003001,060730123021013,8400b711bc123f7cf354d2d1d9bfab34,False
220503L00035864,,Vehicle Burglary,,2022-05-03 08:56:52.903,2022-05-03 09:16:00,600 BLOCK SECOND AV,315 4th Ave,060730129003011,060730123021013,8400b711bc123f7cf354d2d1d9bfab34,False
220503L00035866,,Vehicle Burglary,,2022-05-03 09:02:54.667,2022-05-03 09:16:00,VISTA SONRISA AV & E PALOMAR ST,315 4th Ave,060730133241000,060730123021013,8400b711bc123f7cf354d2d1d9bfab34,False
220212L00012404,,Missing Person,,2022-02-12 09:34:30.773,2022-02-12 09:51:00,300 BLOCK FOURTH AV,330 Moss St,060730127003000,060730131022000,789ffa7650d78c747ee9c2228a57aad6,False
220212L00012406,,Disturbance - General,,2022-02-12 09:40:38.773,2022-02-12 09:51:00,600 BLOCK PALOMAR ST,330 Moss St,060730132051000,060730131022000,789ffa7650d78c747ee9c2228a57aad6,False
220212L00012409,,Traffic Collision,,2022-02-12 10:09:44.917,2022-02-12 09:51:00,BRANDYWINE AV & OLYMPIC PW,330 Moss St,060730133094005,060730131022000,789ffa7650d78c747ee9c2228a57aad6,False
220212L00012408,,Disturbance - General,,2022-02-12 09:56:47.587,2022-02-12 09:51:00,600 BLOCK FELINO WY,330 Moss St,060730134211003,060730131022000,789ffa7650d78c747ee9c2228a57aad6,False
220212L00012410,,Check a Person's Well Being,,2022-02-12 10:10:21.813,2022-02-12 09:51:00,1300 BLOCK CREEKSIDE DR,330 Moss St,060730133191003,060730131022000,789ffa7650d78c747ee9c2228a57aad6,False
220212L00012407,,Disturbance - General,,2022-02-12 09:58:14.337,2022-02-12 09:51:00,1700 BLOCK CAROM WY,330 Moss St,060730133211009,060730131022000,789ffa7650d78c747ee9c2228a57aad6,False
220212L00012405,,Water Leak,,2022-02-12 09:35:03.333,2022-02-12 09:51:00,EASTLAKE PW & STYLUS ST,330 Moss St,060730133162001,060730131022000,789ffa7650d78c747ee9c2228a57aad6,False
220312L00020701,,Traffic Stop,,2022-03-12 13:38:27.287,2022-03-12 13:34:00,800 BLOCK BROADWAY,751 Medical Center Ct,060730126004000,060730133273000,94af8dfafe84c58195cf09ad1cf8989b,False
220312L00020698,,Arrest Misdemeanor,,2022-03-12 13:24:43.103,2022-03-12 13:34:00,2200 BLOCK OTAY LAKES RD,751 Medical Center Ct,060730134242005,060730133273000,94af8dfafe84c58195cf09ad1cf8989b,False
220312L00020702,,Vandalism,,2022-03-12 13:45:10.357,2022-03-12 13:34:00,500 BLOCK TELEGRAPH CANYON RD,751 Medical Center Ct,060730133091001,060730133273000,94af8dfafe84c58195cf09ad1cf8989b,False
220312L00020703,,Disturbance - Noise,,2022-03-12 13:51:01.063,2022-03-12 13:34:00,400 BLOCK JAMES CT,751 Medical Center Ct,060730130002002,060730133273000,94af8dfafe84c58195cf09ad1cf8989b,False
220312L00020699,,Vandalism,,2022-03-12 13:27:51.680,2022-03-12 13:34:00,GUAVA AV & MARIETTA ST,751 Medical Center Ct,060730124022001,060730133273000,94af8dfafe84c58195cf09ad1cf8989b,False
230502L00036896,CVL036900,Suspicious Person,Fire ,2023-05-02 17:06:54.030,2023-05-02 16:59:00,600 BLOCK E ST,Third Ave/ Palomar St,060730125021000,060730132031002,5942a9aeaca18338ad37b9e3b7281f6a,False
230502L00036897,CVL036900,Traffic Collision,Fire ,2023-05-02 17:06:12.627,2023-05-02 16:59:00,1100 BLOCK BROADWAY,Third Ave/ Palomar St,060730131032011,060730132031002,5942a9aeaca18338ad37b9e3b7281f6a,False
230502L00036895,CVL036900,Disturbance - General,Fire ,2023-05-02 16:58:56.947,2023-05-02 16:59:00,400 BLOCK FOURTH AV,Third Ave/ Palomar St,060730127001001,060730132031002,5942a9aeaca18338ad37b9e3b7281f6a,False
230502L00036894,CVL036900,Petty Theft <=$950,Fire ,2023-05-02 16:57:02.587,2023-05-02 16:59:00,1200 BLOCK BROADWAY,Third Ave/ Palomar St,060730131032012,060730132031002,5942a9aeaca18338ad37b9e3b7281f6a,False
230502L00036890,CVL036900,Extra Patrol,Fire ,2023-05-02 16:42:35.310,2023-05-02 16:59:00,500 BLOCK NAPLES ST,Third Ave/ Palomar St,060730131043001,060730132031002,5942a9aeaca18338ad37b9e3b7281f6a,False
230502L00036892,CVL036900,Disturbance - General,Fire ,2023-05-02 16:51:51.840,2023-05-02 16:59:00,70 BLOCK BROADWAY,Third Ave/ Palomar St,060730125023005,060730132031002,5942a9aeaca18338ad37b9e3b7281f6a,False
230502L00036898,CVL036900,Death,Fire ,2023-05-02 17:12:03.550,2023-05-02 16:59:00,100 BLOCK FIFTH AV,Third Ave/ Palomar St,060730124023000,060730132031002,5942a9aeaca18338ad37b9e3b7281f6a,False
230502L00036891,CVL036900,Police Impound,Fire ,2023-05-02 16:49:04.773,2023-05-02 16:59:00,300 BLOCK E H ST,Third Ave/ Palomar St,060730134092000,060730132031002,5942a9aeaca18338ad37b9e3b7281f6a,False
230502L00036893,CVL036900,Check a Person's Well Being,Fire ,2023-05-02 16:53:54.720,2023-05-02 16:59:00,400 BLOCK E H ST,Third Ave/ Palomar St,060730134092000,060730132031002,5942a9aeaca18338ad37b9e3b7281f6a,False
230216L00014066,CV2300936,[Protected Call Type],Stolen vehicle ,2023-02-16 15:09:19.637,2023-02-16 15:24:00,300 BLOCK FOURTH AV,3100 Main St,060730127003000,060730132041004,5c19459b5dd47d69a9576f4006416c79,False
230216L00014074,CV2300936,Reckless Driver,Stolen vehicle ,2023-02-16 15:35:11.670,2023-02-16 15:24:00,,3100 Main St,,060730132041004,5c19459b5dd47d69a9576f4006416c79,False
230216L00014061,CV2300936,Lost/Stolen Plates,Stolen vehicle ,2023-02-16 15:08:41.900,2023-02-16 15:24:00,500 BLOCK BROADWAY,3100 Main St,060730126001004,060730132041004,5c19459b5dd47d69a9576f4006416c79,False
230216L00014069,CV2300936,Vehicle Theft Recovery,Stolen vehicle ,2023-02-16 15:21:02.480,2023-02-16 15:24:00,3100 BLOCK MAIN ST,3100 Main St,060730132041004,060730132041004,5c19459b5dd47d69a9576f4006416c79,True
230216L00014067,CV2300936,Incident Follow Up,Stolen vehicle ,2023-02-16 15:15:21.917,2023-02-16 15:24:00,600 BLOCK OXFORD ST,3100 Main St,060730131032012,060730132041004,5c19459b5dd47d69a9576f4006416c79,False
230216L00014059,CV2300936,Incident Follow Up,Stolen vehicle ,2023-02-16 15:04:08.123,2023-02-16 15:24:00,800 BLOCK COLORADO AV,3100 Main St,060730126004006,060730132041004,5c19459b5dd47d69a9576f4006416c79,False
230216L00014076,CV2300936,Disturbance - General,Stolen vehicle ,2023-02-16 15:37:35.080,2023-02-16 15:24:00,1100 BLOCK INDUSTRIAL BL,3100 Main St,060730131031000,060730132041004,5c19459b5dd47d69a9576f4006416c79,False
230216L00014065,CV2300936,Disturbance - General,Stolen vehicle ,2023-02-16 15:10:11.350,2023-02-16 15:24:00,1800 BLOCK DISCOVERY FALLS DR,3100 Main St,060730133211009,060730132041004,5c19459b5dd47d69a9576f4006416c79,False
230216L00014073,CV2300936,Citizen Flagged Officer Down,Stolen vehicle ,2023-02-16 15:34:18.550,2023-02-16 15:24:00,400 BLOCK C ST,3100 Main St,060730124011024,060730132041004,5c19459b5dd47d69a9576f4006416c79,False
230216L00014070,CV2300936,Fraud/Forgery,Stolen vehicle ,2023-02-16 15:16:35.513,2023-02-16 15:24:00,1700 BLOCK CRIPPLE CREEK DR,3100 Main St,060730133211002,060730132041004,5c19459b5dd47d69a9576f4006416c79,False
230216L00014064,CV2300936,Assault,Stolen vehicle ,2023-02-16 15:11:19.033,2023-02-16 15:24:00,1800 BLOCK EASTLAKE PW,3100 Main St,060730133214002,060730132041004,5c19459b5dd47d69a9576f4006416c79,False
230216L00014075,CV2300936,Collision - No Details,Stolen vehicle ,2023-02-16 15:35:40.020,2023-02-16 15:24:00,100 BLOCK E ORANGE AV,3100 Main St,060730133072003,060730132041004,5c19459b5dd47d69a9576f4006416c79,False
230216L00014078,CV2300936,Petty Theft <=$950,Stolen vehicle ,2023-02-16 15:41:23.210,2023-02-16 15:24:00,600 BLOCK E PALOMAR ST,3100 Main St,060730132051000,060730132041004,5c19459b5dd47d69a9576f4006416c79,False
230216L00014068,CV2300936,Assault,Stolen vehicle ,2023-02-16 15:15:47.920,2023-02-16 15:24:00,70 BLOCK E J ST,3100 Main St,060730129002000,060730132041004,5c19459b5dd47d69a9576f4006416c79,False
230216L00014062,CV2300936,Vehicle Theft,Stolen vehicle ,2023-02-16 15:09:32.330,2023-02-16 15:24:00,90 BLOCK N FOURTH AV,3100 Main St,060730124011019,060730132041004,5c19459b5dd47d69a9576f4006416c79,False
230216L00014063,CV2300936,Incident Follow Up,Stolen vehicle ,2023-02-16 15:06:41.020,2023-02-16 15:24:00,5700 BLOCK VALLEY RD,3100 Main St,060730134092001,060730132041004,5c19459b5dd47d69a9576f4006416c79,False
230216L00014077,CV2300936,Preserve The Peace,Stolen vehicle ,2023-02-16 15:39:59.667,2023-02-16 15:24:00,5700 BLOCK VALLEY RD,3100 Main St,060730134092001,060730132041004,5c19459b5dd47d69a9576f4006416c79,False
220609L00047004,,Weapon Threat,,2022-06-09 18:23:40.063,2022-06-09 18:13:00,500 BLOCK BROADWAY,315 4th Ave,060730126001004,060730123021013,bf3cadc1c60d7ffe09bdaadc8d478ab2,False
220609L00047001,,Non-Injury Collision,,2022-06-09 18:19:18.677,2022-06-09 18:13:00,MAIN ST & HERITAGE RD,315 4th Ave,060730133071002,060730123021013,bf3cadc1c60d7ffe09bdaadc8d478ab2,False
220609L00047000,,Other Incident,,2022-06-09 18:14:34.193,2022-06-09 18:13:00,1500 BLOCK MAGDALENA AV,315 4th Ave,060730133181014,060730123021013,bf3cadc1c60d7ffe09bdaadc8d478ab2,False
220609L00046998,,[Protected Call Type],,2022-06-09 18:06:34.543,2022-06-09 18:13:00,3300 BLOCK ALVOCA ST,315 4th Ave,060730133082003,060730123021013,bf3cadc1c60d7ffe09bdaadc8d478ab2,False
220609L00047002,,Disturbance - General,,2022-06-09 18:18:36.740,2022-06-09 18:13:00,500 BLOCK FLOWER ST,315 4th Ave,060730124023002,060730123021013,bf3cadc1c60d7ffe09bdaadc8d478ab2,False
220609L00047005,,Petty Theft <=$950,,2022-06-09 18:25:21.533,2022-06-09 18:13:00,200 BLOCK CEDAR AV,315 4th Ave,060730124023004,060730123021013,bf3cadc1c60d7ffe09bdaadc8d478ab2,False
220609L00046999,,[Protected Call Type],,2022-06-09 18:10:46.497,2022-06-09 18:13:00,100 BLOCK ORLANDO ST,315 4th Ave,060730133093006,060730123021013,bf3cadc1c60d7ffe09bdaadc8d478ab2,False
220609L00047003,,Person Down,,2022-06-09 18:19:05.910,2022-06-09 18:13:00,BAY BL & H ST,315 4th Ave,060730126001016,060730123021013,bf3cadc1c60d7ffe09bdaadc8d478ab2,False
220609L00046997,,Non-Injury Collision,,2022-06-09 17:57:20.077,2022-06-09 18:13:00,E PALOMAR ST & RAVEN AV,315 4th Ave,060730133094003,060730123021013,bf3cadc1c60d7ffe09bdaadc8d478ab2,False
230204L00010330,,Vehicle Pursuit,,2023-02-04 15:07:49.267,2023-02-04 15:23:00,1300 BLOCK FOURTH AV,315 4th Ave,060730132063002,060730123021013,205f53d8a0fd8d7777e6c8d31dcb36df,False
230204L00010329,,Vehicle Theft,,2023-02-04 15:04:51.947,2023-02-04 15:23:00,500 BLOCK BROADWAY,315 4th Ave,060730126001004,060730123021013,205f53d8a0fd8d7777e6c8d31dcb36df,False
230204L00010337,,Illegally Parked Vehicle,,2023-02-04 15:42:00.470,2023-02-04 15:23:00,1900 BLOCK MOUNT BULLION DR,315 4th Ave,060730133183000,060730123021013,205f53d8a0fd8d7777e6c8d31dcb36df,False
230204L00010333,,[Protected Call Type],,2023-02-04 15:14:00.667,2023-02-04 15:23:00,100 BLOCK PALOMAR ST,315 4th Ave,060730132033001,060730123021013,205f53d8a0fd8d7777e6c8d31dcb36df,False
230204L00010336,,Collision - No Details,,2023-02-04 15:34:07.927,2023-02-04 15:23:00,4200 BLOCK MAIN ST,315 4th Ave,060730133081002,060730123021013,205f53d8a0fd8d7777e6c8d31dcb36df,False
230204L00010334,,Person Down,,2023-02-04 15:21:09.507,2023-02-04 15:23:00,700 BLOCK ANITA ST,315 4th Ave,060730132051003,060730123021013,205f53d8a0fd8d7777e6c8d31dcb36df,False
230204L00010335,,Found,,2023-02-04 15:28:29.873,2023-02-04 15:23:00,900 BLOCK OTAY LAKES RD,315 4th Ave,060730134162004,060730123021013,205f53d8a0fd8d7777e6c8d31dcb36df,False
230204L00010328,,Traffic Stop,,2023-02-04 15:03:05.353,2023-02-04 15:23:00,1600 BLOCK OLYMPIC PW,315 4th Ave,060730133232000,060730123021013,205f53d8a0fd8d7777e6c8d31dcb36df,False
230204L00010331,,Vehicle Theft,,2023-02-04 15:08:58.307,2023-02-04 15:23:00,800 BLOCK E H ST,315 4th Ave,060730134093000,060730123021013,205f53d8a0fd8d7777e6c8d31dcb36df,False
230331L00026862,2304287,Grand Theft > $950,WANTED SUBJECT,2023-03-31 08:23:07.557,2023-03-31 08:25:00,700 BLOCK F ST,400 BROADWAY CHULA VISTA CA,060730125022000,060730125012000,bc1429ec565ebe2d1dd44819710ed74b,False
230331L00026860,2304287,Disturbance - General,WANTED SUBJECT,2023-03-31 08:19:49.110,2023-03-31 08:25:00,700 BLOCK E ST,400 BROADWAY CHULA VISTA CA,060730125022001,060730125012000,bc1429ec565ebe2d1dd44819710ed74b,False
230331L00026858,2304287,Incident Follow Up,WANTED SUBJECT,2023-03-31 08:13:01.720,2023-03-31 08:25:00,1100 BLOCK BROADWAY,400 BROADWAY CHULA VISTA CA,060730131032011,060730125012000,bc1429ec565ebe2d1dd44819710ed74b,False
230331L00026868,2304287,Narcotics,WANTED SUBJECT,2023-03-31 08:43:32.927,2023-03-31 08:25:00,3100 BLOCK MAIN ST,400 BROADWAY CHULA VISTA CA,060730132041004,060730125012000,bc1429ec565ebe2d1dd44819710ed74b,False
230331L00026864,2304287,Vehicle Theft,WANTED SUBJECT,2023-03-31 08:29:07.253,2023-03-31 08:25:00,1400 BLOCK BROADWAY,400 BROADWAY CHULA VISTA CA,060730132051000,060730125012000,bc1429ec565ebe2d1dd44819710ed74b,False
230331L00026863,2304287,Traffic Stop,WANTED SUBJECT,2023-03-31 08:31:45.767,2023-03-31 08:25:00,2400 BLOCK FENTON ST,400 BROADWAY CHULA VISTA CA,060730134243008,060730125012000,bc1429ec565ebe2d1dd44819710ed74b,False
230331L00026866,2304287,False Alarm - Undefined,WANTED SUBJECT,2023-03-31 08:35:17.407,2023-03-31 08:25:00,300 BLOCK CHURCH AV,400 BROADWAY CHULA VISTA CA,060730123021009,060730125012000,bc1429ec565ebe2d1dd44819710ed74b,False
230331L00026859,2304287,Person Down,WANTED SUBJECT,2023-03-31 08:12:21.030,2023-03-31 08:25:00,1800 BLOCK MAIN CT,400 BROADWAY CHULA VISTA CA,060730133173051,060730125012000,bc1429ec565ebe2d1dd44819710ed74b,False
230331L00026869,2304287,Traffic Stop,WANTED SUBJECT,2023-03-31 08:44:04.647,2023-03-31 08:25:00,4300 BLOCK MAIN ST,400 BROADWAY CHULA VISTA CA,060730133081002,060730125012000,bc1429ec565ebe2d1dd44819710ed74b,False
230331L00026857,2304287,Other Incident,WANTED SUBJECT,2023-03-31 08:12:17.237,2023-03-31 08:25:00,1400 BLOCK LAKE CREST DR,400 BROADWAY CHULA VISTA CA,060730133203002,060730125012000,bc1429ec565ebe2d1dd44819710ed74b,False
230331L00026861,2304287,Traffic Stop,WANTED SUBJECT,2023-03-31 08:26:25.697,2023-03-31 08:25:00,1400 BLOCK LAKE CREST DR,400 BROADWAY CHULA VISTA CA,060730133203002,060730125012000,bc1429ec565ebe2d1dd44819710ed74b,False
230331L00026865,2304287,Disturbance - General,WANTED SUBJECT,2023-03-31 08:32:52.210,2023-03-31 08:25:00,1900 BLOCK ARTISAN ST,400 BROADWAY CHULA VISTA CA,060730133192026,060730125012000,bc1429ec565ebe2d1dd44819710ed74b,False
230331L00026867,2304287,PR Contact,WANTED SUBJECT,2023-03-31 08:40:40.753,2023-03-31 08:25:00,1100 BLOCK CUYAMACA AV,400 BROADWAY CHULA VISTA CA,060730133022002,060730125012000,bc1429ec565ebe2d1dd44819710ed74b,False
230410L00029988,CVL029993,Pedestrian Stop,Domestic Violence ,2023-04-10 10:55:07.843,2023-04-10 11:09:00,300 BLOCK BROADWAY,300 H St,060730125011000,060730128003001,7c0aa6d3f1005ac80fe739e2503767b0,False
230410L00029991,CVL029993,Possession of Stolen Property,Domestic Violence ,2023-04-10 11:06:54.860,2023-04-10 11:09:00,700 BLOCK PALOMAR ST,300 H St,060730132051002,060730128003001,7c0aa6d3f1005ac80fe739e2503767b0,False
230410L00029990,CVL029993,Traffic Stop,Domestic Violence ,2023-04-10 11:03:08.763,2023-04-10 11:09:00,400 BLOCK BROADWAY,300 H St,060730125012000,060730128003001,7c0aa6d3f1005ac80fe739e2503767b0,False
230410L00029999,CVL029993,Fraud/Forgery,Domestic Violence ,2023-04-10 11:20:50.663,2023-04-10 11:09:00,1700 BLOCK EASTLAKE PW,300 H St,060730133214002,060730128003001,7c0aa6d3f1005ac80fe739e2503767b0,False
230410L00029992,CVL029993,Disturbance - General,Domestic Violence ,2023-04-10 11:06:52.613,2023-04-10 11:09:00,300 BLOCK H ST,300 H St,060730128003001,060730128003001,7c0aa6d3f1005ac80fe739e2503767b0,True
230410L00029998,CVL029993,Security Check,Domestic Violence ,2023-04-10 11:20:19.273,2023-04-10 11:09:00,300 BLOCK ORANGE AV,300 H St,060730132041000,060730128003001,7c0aa6d3f1005ac80fe739e2503767b0,False
230410L00029996,CVL029993,Vehicle Burglary,Domestic Violence ,2023-04-10 11:15:50.193,2023-04-10 11:09:00,1700 BLOCK ORION AV,300 H St,060730133192039,060730128003001,7c0aa6d3f1005ac80fe739e2503767b0,False
230410L00030005,CVL029993,[Protected Call Type],Domestic Violence ,2023-04-10 11:11:50.897,2023-04-10 11:09:00,1600 BLOCK PESCADERO POINT CT,300 H St,060730133173064,060730128003001,7c0aa6d3f1005ac80fe739e2503767b0,False
230410L00029994,CVL029993,Security Check,Domestic Violence ,2023-04-10 11:10:43.553,2023-04-10 11:09:00,1000 BLOCK TORREY PINES RD,300 H St,060730133151000,060730128003001,7c0aa6d3f1005ac80fe739e2503767b0,False
230410L00029995,CVL029993,False Alarm - Undefined,Domestic Violence ,2023-04-10 11:14:34.613,2023-04-10 11:09:00,900 BLOCK BUCKAROO LN,300 H St,060730208132006,060730128003001,7c0aa6d3f1005ac80fe739e2503767b0,False
210723L00061125,,[Protected Call Type],,2021-07-23 08:45:29.590,2021-07-23 08:39:00,400 BLOCK H ST,4826-4882 Main St,060730127001002,060730019003003,b350598206238c2785ae6c695e7a4bf4,False
210723L00061127,,False Alarm - Undefined,,2021-07-23 08:57:35.820,2021-07-23 08:39:00,300 BLOCK H ST,4826-4882 Main St,060730128003001,060730019003003,b350598206238c2785ae6c695e7a4bf4,False
210723L00061122,,Narcotics,,2021-07-23 08:38:55.790,2021-07-23 08:39:00,BROADWAY & F ST,4826-4882 Main St,060730125011000,060730019003003,b350598206238c2785ae6c695e7a4bf4,False
210723L00061120,,PR Contact,,2021-07-23 08:21:10.577,2021-07-23 08:39:00,100 BLOCK EMERSON ST,4826-4882 Main St,060730131024009,060730019003003,b350598206238c2785ae6c695e7a4bf4,False
210723L00061124,,Fraud/Forgery,,2021-07-23 08:40:31.940,2021-07-23 08:39:00,100 BLOCK MANKATO ST,4826-4882 Main St,060730128002003,060730019003003,b350598206238c2785ae6c695e7a4bf4,False
210723L00061119,,Trespassing,,2021-07-23 08:24:12.700,2021-07-23 08:39:00,2300 BLOCK OTAY LAKES RD,4826-4882 Main St,060730134242008,060730019003003,b350598206238c2785ae6c695e7a4bf4,False
210723L00061117,,Unknown Problem,,2021-07-23 08:22:34.680,2021-07-23 08:39:00,1600 BLOCK EXPLORATION FALLS DR,4826-4882 Main St,060730133212016,060730019003003,b350598206238c2785ae6c695e7a4bf4,False
210723L00061123,,PR Contact,,2021-07-23 08:40:56.270,2021-07-23 08:39:00,50 BLOCK FIFTH AV,4826-4882 Main St,060730124012004,060730019003003,b350598206238c2785ae6c695e7a4bf4,False
210723L00061121,,False Alarm - Undefined,,2021-07-23 08:32:54.493,2021-07-23 08:39:00,1400 BLOCK LILAC AV,4826-4882 Main St,060730133094010,060730019003003,b350598206238c2785ae6c695e7a4bf4,False
230402L00027502,CVL27500,Traffic Stop,Domestic Violence,2023-04-02 11:46:13.290,2023-04-02 11:27:00,600 BLOCK OXFORD ST,700 Broadway,060730131032012,060730126003000,cd16ae1c6ae1b2745f89b929161d5124,False
230402L00027499,CVL27500,Disturbance - General,Domestic Violence,2023-04-02 11:26:43.823,2023-04-02 11:27:00,1200 BLOCK THIRD AV,700 Broadway,060730132031000,060730126003000,cd16ae1c6ae1b2745f89b929161d5124,False
230402L00027501,CVL27500,Municipal Code Violation,Domestic Violence,2023-04-02 11:32:20.290,2023-04-02 11:27:00,600 BLOCK MELROSE AV,700 Broadway,060730134011010,060730126003000,cd16ae1c6ae1b2745f89b929161d5124,False
230402L00027497,CVL27500,Traffic Stop,Domestic Violence,2023-04-02 11:18:56.177,2023-04-02 11:27:00,900 BLOCK BAY BL,700 Broadway,060730131031004,060730126003000,cd16ae1c6ae1b2745f89b929161d5124,False
230402L00027498,CVL27500,Extra Patrol,Domestic Violence,2023-04-02 11:25:57.747,2023-04-02 11:27:00,200 BLOCK BWY,700 Broadway,060730134144005,060730126003000,cd16ae1c6ae1b2745f89b929161d5124,False
230722L00061963,,Preserve The Peace,,2023-07-22 08:35:58.740,2023-07-22 08:51:00,,315 4th Ave,,060730123021013,8cf67e2b5ebd626e73205180048fd0d0,False
230722L00061964,,Miscellaneous Assistance,,2023-07-22 08:37:42.983,2023-07-22 08:51:00,,315 4th Ave,,060730123021013,8cf67e2b5ebd626e73205180048fd0d0,False
230722L00061966,,Disturbance - General,,2023-07-22 08:51:58.077,2023-07-22 08:51:00,,315 4th Ave,,060730123021013,8cf67e2b5ebd626e73205180048fd0d0,False
230722L00061968,,[Protected Call Type],,2023-07-22 09:03:41.813,2023-07-22 08:51:00,,315 4th Ave,,060730123021013,8cf67e2b5ebd626e73205180048fd0d0,False
230722L00061969,,Disturbance - General,,2023-07-22 09:07:21.397,2023-07-22 08:51:00,,315 4th Ave,,060730123021013,8cf67e2b5ebd626e73205180048fd0d0,False
