Incident No.,drone-incident-id,Description,drone-type,cfs-date,drone-date,Block Location,drone-address,Full FIPS (block),drone-FIPS,drone-id,FIPS_MATCH
220802L00062886,CV2209974,Other Incident,Trespassing ,2022-08-02 11:10:01.753,2022-08-02 11:12:00,1600 BLOCK EXPLORATION FALLS DR,00 Rivera PL,060730133212016,060730133032010,ac1b0011fa6f9730b0af39e57d8da5ce,False
220802L00062901,CV2209974,Vehicle Burglary,Trespassing ,2022-08-02 11:30:33.187,2022-08-02 11:12:00,1700 BLOCK METRO AV,00 Rivera PL,060730133192029,060730133032010,ac1b0011fa6f9730b0af39e57d8da5ce,False
220802L00062876,CV2209974,Grand Theft > $950,Trespassing ,2022-08-02 10:52:14.623,2022-08-02 11:12:00,400 BLOCK KEARNEY ST,00 Rivera PL,060730130002002,060730133032010,ac1b0011fa6f9730b0af39e57d8da5ce,False
220802L00062880,CV2209974,Disturbance - Homeless-Related,Trespassing ,2022-08-02 10:59:46.180,2022-08-02 11:12:00,FIFTH AV & H ST,00 Rivera PL,060730127002009,060730133032010,ac1b0011fa6f9730b0af39e57d8da5ce,False
220802L00062882,CV2209974,Suspicious Person,Trespassing ,2022-08-02 10:57:48.403,2022-08-02 11:12:00,1900 BLOCK HARRILS MILL AV,00 Rivera PL,060730133233002,060730133032010,ac1b0011fa6f9730b0af39e57d8da5ce,False
220802L00062897,CV2209974,Disturbance - General,Trespassing ,2022-08-02 11:20:10.830,2022-08-02 11:12:00,500 BLOCK GUAVA AV,00 Rivera PL,060730127001005,060730133032010,ac1b0011fa6f9730b0af39e57d8da5ce,False
220802L00062898,CV2209974,Disturbance - General,Trespassing ,2022-08-02 11:24:20.517,2022-08-02 11:12:00,500 BLOCK GUAVA AV,00 Rivera PL,060730127001005,060730133032010,ac1b0011fa6f9730b0af39e57d8da5ce,False
220802L00062890,CV2209974,False Alarm - Undefined,Trespassing ,2022-08-02 11:11:23.743,2022-08-02 11:12:00,900 BLOCK PLAZA AMISTAD,00 Rivera PL,060730134142006,060730133032010,ac1b0011fa6f9730b0af39e57d8da5ce,False
220802L00062888,CV2209974,PR Contact,Trespassing ,2022-08-02 11:09:08.413,2022-08-02 11:12:00,PACIFIC AV & DOROTHY ST,00 Rivera PL,060730133223000,060730133032010,ac1b0011fa6f9730b0af39e57d8da5ce,False
220802L00062887,CV2209974,Ensure Safety of Fire and Medical Personnel,Trespassing ,2022-08-02 11:09:35.903,2022-08-02 11:12:00,2700 BLOCK PERSIMMON CT,00 Rivera PL,060730133203000,060730133032010,ac1b0011fa6f9730b0af39e57d8da5ce,False
230111L00002856,,Illegally Parked Vehicle,,2023-01-11 03:52:00.093,2023-01-11 03:37:00,1400 BLOCK MAGDALENA AV,103 E Naples St,060730133184013,060730133012011,84a190ff81e12de4807de5119ef8f334,False
220725L00060541,CV2209582,Disturbance - General,Traffic Collision ,2022-07-25 15:10:13.953,2022-07-25 14:56:00,300 BLOCK THIRD AV,Zenith St/ Del Monte Ave,060730123021005,060730132043017,0d7924dd4f9804916f9debf1e96dc596,False
220725L00060526,CV2209582,Incident Follow Up,Traffic Collision ,2022-07-25 14:43:12.140,2022-07-25 14:56:00,200 BLOCK ZENITH ST,Zenith St/ Del Monte Ave,060730132043016,060730132043017,0d7924dd4f9804916f9debf1e96dc596,False
220725L00060539,CV2209582,[Protected Call Type],Traffic Collision ,2022-07-25 15:08:48.100,2022-07-25 14:56:00,1600 BLOCK MELROSE AV,Zenith St/ Del Monte Ave,060730133061000,060730132043017,0d7924dd4f9804916f9debf1e96dc596,False
220725L00060527,CV2209582,Disturbance - General,Traffic Collision ,2022-07-25 14:45:05.907,2022-07-25 14:56:00,800 BLOCK DUNCAN RANCH RD,Zenith St/ Del Monte Ave,060730134251009,060730132043017,0d7924dd4f9804916f9debf1e96dc596,False
220725L00060532,CV2209582,[Protected Call Type],Traffic Collision ,2022-07-25 14:53:01.997,2022-07-25 14:56:00,400 BLOCK CHURCH AV,Zenith St/ Del Monte Ave,060730128003000,060730132043017,0d7924dd4f9804916f9debf1e96dc596,False
220725L00060540,CV2209582,False Alarm - Undefined,Traffic Collision ,2022-07-25 15:09:51.373,2022-07-25 14:56:00,800 BLOCK PASEO RANCHERO,Zenith St/ Del Monte Ave,060730134202006,060730132043017,0d7924dd4f9804916f9debf1e96dc596,False
220725L00060525,CV2209582,[Protected Call Type],Traffic Collision ,2022-07-25 14:40:05.843,2022-07-25 14:56:00,600 BLOCK LANDIS AV,Zenith St/ Del Monte Ave,060730130001006,060730132043017,0d7924dd4f9804916f9debf1e96dc596,False
220725L00060538,CV2209582,Minor Injury Collision,Traffic Collision ,2022-07-25 15:06:12.540,2022-07-25 14:56:00,ZENITH ST & DEL MONTE AV,Zenith St/ Del Monte Ave,060730132043017,060730132043017,0d7924dd4f9804916f9debf1e96dc596,True
220725L00060529,CV2209582,PR Contact,Traffic Collision ,2022-07-25 14:50:00.277,2022-07-25 14:56:00,LANDIS AV & MITSCHER ST,Zenith St/ Del Monte Ave,060730130001006,060730132043017,0d7924dd4f9804916f9debf1e96dc596,False
220725L00060537,CV2209582,Disabled Vehicle,Traffic Collision ,2022-07-25 15:05:15.687,2022-07-25 14:56:00,SANTA FE DR & INTERSTATE 5 RAMP,Zenith St/ Del Monte Ave,060730091014008,060730132043017,0d7924dd4f9804916f9debf1e96dc596,False
230212L00012748,CVL12747 ,Extra Patrol,Fire,2023-02-12 15:23:18.740,2023-02-12 15:12:00,2000 BLOCK BIRCH RD,2155 Corte Vista,060730133192026,060730133161000,a66a8c68788d4903204bfc951e4cb329,False
230212L00012743,CVL12747 ,Pedestrian Stop,Fire,2023-02-12 15:14:21.967,2023-02-12 15:12:00,700 BLOCK E ST,2155 Corte Vista,060730125022001,060730133161000,a66a8c68788d4903204bfc951e4cb329,False
230212L00012744,CVL12747 ,Disturbance - General,Fire,2023-02-12 15:14:07.303,2023-02-12 15:12:00,1000 BLOCK THIRD AV,2155 Corte Vista,060730131023003,060730133161000,a66a8c68788d4903204bfc951e4cb329,False
230212L00012740,CVL12747 ,Check The Area,Fire,2023-02-12 15:03:01.827,2023-02-12 15:12:00,,2155 Corte Vista,,060730133161000,a66a8c68788d4903204bfc951e4cb329,False
230212L00012750,CVL12747 ,PR Contact,Fire,2023-02-12 15:27:28.477,2023-02-12 15:12:00,,2155 Corte Vista,,060730133161000,a66a8c68788d4903204bfc951e4cb329,False
230212L00012741,CVL12747 ,Drunk Driver,Fire,2023-02-12 15:05:04.007,2023-02-12 15:12:00,1100 BLOCK THIRD AV,2155 Corte Vista,060730131023003,060730133161000,a66a8c68788d4903204bfc951e4cb329,False
230212L00012745,CVL12747 ,Extra Patrol,Fire,2023-02-12 15:21:40.683,2023-02-12 15:12:00,500 BLOCK BROADWAY,2155 Corte Vista,060730126001004,060730133161000,a66a8c68788d4903204bfc951e4cb329,False
230212L00012739,CVL12747 ,Traffic Stop,Fire,2023-02-12 14:54:28.543,2023-02-12 15:12:00,300 BLOCK OXFORD ST,2155 Corte Vista,060730132031000,060730133161000,a66a8c68788d4903204bfc951e4cb329,False
230212L00012742,CVL12747 ,Assault,Fire,2023-02-12 14:58:17.943,2023-02-12 15:12:00,400 BLOCK WOODLAWN AV,2155 Corte Vista,060730125012002,060730133161000,a66a8c68788d4903204bfc951e4cb329,False
230212L00012746,CVL12747 ,Traffic Stop,Fire,2023-02-12 15:22:14.077,2023-02-12 15:12:00,200 BLOCK BEECH AV,2155 Corte Vista,060730124023003,060730133161000,a66a8c68788d4903204bfc951e4cb329,False
230212L00012751,CVL12747 ,Ensure Safety of Fire and Medical Personnel,Fire,2023-02-12 15:31:54.090,2023-02-12 15:12:00,1100 BLOCK ELM AV,2155 Corte Vista,060730131024006,060730133161000,a66a8c68788d4903204bfc951e4cb329,False
230302L00018471,CVL18075,Incident Follow Up,Vandalism,2023-03-02 12:04:14.420,2023-03-02 12:20:00,2400 BLOCK MAIN ST,45 N. Broadway,060730132051012,060730124011019,35b8f38e4ce439f4d695f064733f7450,False
230302L00018476,CVL18075,SRO Meet with Admin,Vandalism,2023-03-02 12:10:12.070,2023-03-02 12:20:00,300 BLOCK FOURTH AV,45 N. Broadway,060730127003000,060730124011019,35b8f38e4ce439f4d695f064733f7450,False
230302L00018478,CVL18075,[Protected Call Type],Vandalism,2023-03-02 12:17:21.413,2023-03-02 12:20:00,800 BLOCK RIVERLAWN AV,45 N. Broadway,060730126004001,060730124011019,35b8f38e4ce439f4d695f064733f7450,False
230302L00018473,CVL18075,Traffic Collision,Vandalism,2023-03-02 12:03:57.507,2023-03-02 12:20:00,2200 BLOCK OTAY LAKES RD,45 N. Broadway,060730134242005,060730124011019,35b8f38e4ce439f4d695f064733f7450,False
230302L00018480,CVL18075,SRO Misc,Vandalism,2023-03-02 12:27:46.133,2023-03-02 12:20:00,400 BLOCK PALOMAR ST,45 N. Broadway,060730132063002,060730124011019,35b8f38e4ce439f4d695f064733f7450,False
230302L00018470,CVL18075,Vehicle Theft,Vandalism,2023-03-02 12:04:21.163,2023-03-02 12:20:00,1400 BLOCK HEATHERWOOD AV,45 N. Broadway,060730133181001,060730124011019,35b8f38e4ce439f4d695f064733f7450,False
230302L00018479,CVL18075,SRO Campus Visit Greet,Vandalism,2023-03-02 12:25:52.553,2023-03-02 12:20:00,1200 BLOCK OLYMPIC PW,45 N. Broadway,060730133232000,060730124011019,35b8f38e4ce439f4d695f064733f7450,False
230302L00018469,CVL18075,Miscellaneous Assistance,Vandalism,2023-03-02 12:04:10.383,2023-03-02 12:20:00,1700 BLOCK BROADWAY,45 N. Broadway,060730132051017,060730124011019,35b8f38e4ce439f4d695f064733f7450,False
230302L00018477,CVL18075,Traffic Collision,Vandalism,2023-03-02 12:09:13.687,2023-03-02 12:20:00,2200 BLOCK CAPISTRANO WY,45 N. Broadway,060730133211003,060730124011019,35b8f38e4ce439f4d695f064733f7450,False
230302L00018484,CVL18075,Grand Theft > $950,Vandalism,2023-03-02 12:33:38.933,2023-03-02 12:20:00,2800 BLOCK SHENANDOAH DR,45 N. Broadway,060730134251012,060730124011019,35b8f38e4ce439f4d695f064733f7450,False
230302L00018482,CVL18075,PR Contact,Vandalism,2023-03-02 12:24:00.863,2023-03-02 12:20:00,200 BLOCK MOUNT MIGUEL RD,45 N. Broadway,060730134242000,060730124011019,35b8f38e4ce439f4d695f064733f7450,False
230302L00018485,CVL18075,Check a Person's Well Being,Vandalism,2023-03-02 12:37:14.120,2023-03-02 12:20:00,1800 BLOCK KHAKI LN,45 N. Broadway,060730133172039,060730124011019,35b8f38e4ce439f4d695f064733f7450,False
210721L00060579,,Check a Person's Well Being,,2021-07-21 13:18:17.383,2021-07-21 13:16:00,300 BLOCK BROADWAY,1710 Millenia Ave,060730125011000,060730133192021,887bfbdaf6f2dd6d939528dc37308019,False
210721L00060580,,Extra Patrol,,2021-07-21 13:22:14.333,2021-07-21 13:16:00,700 BLOCK BUENA VISTA WY,1710 Millenia Ave,060730134213000,060730133192021,887bfbdaf6f2dd6d939528dc37308019,False
210721L00060573,,Non-Injury Collision,,2021-07-21 12:58:41.980,2021-07-21 13:16:00,100 BLOCK MONTGOMERY ST,1710 Millenia Ave,060730133071002,060730133192021,887bfbdaf6f2dd6d939528dc37308019,False
210721L00060581,,Suspicious Circumstances,,2021-07-21 13:24:25.123,2021-07-21 13:16:00,300 BLOCK INKOPAH ST,1710 Millenia Ave,060730133012004,060730133192021,887bfbdaf6f2dd6d939528dc37308019,False
210721L00060577,,Disturbance - General,,2021-07-21 13:14:28.590,2021-07-21 13:16:00,500 BLOCK GLOVER AV,1710 Millenia Ave,060730130001002,060730133192021,887bfbdaf6f2dd6d939528dc37308019,False
210721L00060575,,Non-Injury Collision,,2021-07-21 13:06:00.687,2021-07-21 13:16:00,J ST & FIRST AV,1710 Millenia Ave,060730129003008,060730133192021,887bfbdaf6f2dd6d939528dc37308019,False
210721L00060576,,[Protected Call Type],,2021-07-21 13:12:49.563,2021-07-21 13:16:00,1 BLOCK CONNOLEY CI,1710 Millenia Ave,060730133071002,060730133192021,887bfbdaf6f2dd6d939528dc37308019,False
210721L00060586,,Incident Follow Up,,2021-07-21 13:35:51.623,2021-07-21 13:16:00,1700 BLOCK MONTAGE AV,1710 Millenia Ave,060730133192039,060730133192021,887bfbdaf6f2dd6d939528dc37308019,False
210721L00060574,,Suspicious Person,,2021-07-21 13:02:19.043,2021-07-21 13:16:00,1100 BLOCK BUENA VISTA WY,1710 Millenia Ave,060730134141000,060730133192021,887bfbdaf6f2dd6d939528dc37308019,False
210721L00060578,,Petty Theft <=$950,,2021-07-21 13:16:16.460,2021-07-21 13:16:00,1900 BLOCK EMERYVILLE CT,1710 Millenia Ave,060730133233004,060730133192021,887bfbdaf6f2dd6d939528dc37308019,False
210729L00062994,,Vehicle Theft,,2021-07-29 08:48:49.160,2021-07-29 08:51:00,700 BLOCK H ST,986 5th Ave,060730126001002,060730131044000,e65d003d59263a32526d5b5796ba2897,False
210729L00062998,,Petty Theft <=$950,,2021-07-29 09:04:55.027,2021-07-29 08:51:00,200 BLOCK BROADWAY,986 5th Ave,060730125022000,060730131044000,e65d003d59263a32526d5b5796ba2897,False
210729L00062988,,Disturbance - General,,2021-07-29 08:40:43.960,2021-07-29 08:51:00,1000 BLOCK FOURTH AV,986 5th Ave,060730131042003,060730131044000,e65d003d59263a32526d5b5796ba2897,False
210729L00062987,,PR Contact,,2021-07-29 08:39:30.307,2021-07-29 08:51:00,100 BLOCK EMERSON ST,986 5th Ave,060730131024009,060730131044000,e65d003d59263a32526d5b5796ba2897,False
210729L00062991,,School Resource Officer Call,,2021-07-29 08:43:57.343,2021-07-29 08:51:00,800 BLOCK FOURTH AV,986 5th Ave,060730130003001,060730131044000,e65d003d59263a32526d5b5796ba2897,False
210729L00062993,,[Protected Call Type],,2021-07-29 08:47:58.683,2021-07-29 08:51:00,600 BLOCK EL PORTAL DR,986 5th Ave,060730213061002,060730131044000,e65d003d59263a32526d5b5796ba2897,False
210729L00062992,,Disturbance - General,,2021-07-29 08:42:02.413,2021-07-29 08:51:00,1600 BLOCK ALBANY AV,986 5th Ave,060730133071002,060730131044000,e65d003d59263a32526d5b5796ba2897,False
210729L00062999,,Disturbance - General,,2021-07-29 09:09:40.613,2021-07-29 08:51:00,200 BLOCK F ST,986 5th Ave,060730123042010,060730131044000,e65d003d59263a32526d5b5796ba2897,False
210729L00062990,,Security Check,,2021-07-29 08:42:41.707,2021-07-29 08:51:00,400 BLOCK WESTVIEW DR,986 5th Ave,060730134121005,060730131044000,e65d003d59263a32526d5b5796ba2897,False
210729L00062985,,Incident Follow Up,,2021-07-29 08:37:05.243,2021-07-29 08:51:00,1200 BLOCK GREENSVIEW DR,986 5th Ave,060730133214002,060730131044000,e65d003d59263a32526d5b5796ba2897,False
210729L00062989,,Minor Injury Collision,,2021-07-29 08:41:41.437,2021-07-29 08:51:00,N FOURTH AV & C ST,986 5th Ave,060730127001001,060730131044000,e65d003d59263a32526d5b5796ba2897,False
210729L00062996,,Attempt to Contact,,2021-07-29 09:02:31.303,2021-07-29 08:51:00,1400 BLOCK CAMINITO SICILIA,986 5th Ave,060730133161007,060730131044000,e65d003d59263a32526d5b5796ba2897,False
230722L00062059,CVL62063,Disturbance - General,Wanted Subject,2023-07-22 16:42:40.663,2023-07-22 17:00:00,,600 Palomar St.,,060730132051000,6d826d3cf33ae9689bde358152df45a2,False
230722L00062060,CVL62063,Disturbance - General,Wanted Subject,2023-07-22 16:44:56.560,2023-07-22 17:00:00,,600 Palomar St.,,060730132051000,6d826d3cf33ae9689bde358152df45a2,False
230722L00062061,CVL62063,Municipal Code Violation,Wanted Subject,2023-07-22 16:50:30.260,2023-07-22 17:00:00,,600 Palomar St.,,060730132051000,6d826d3cf33ae9689bde358152df45a2,False
230722L00062062,CVL62063,Check a Person's Well Being,Wanted Subject,2023-07-22 16:55:10.660,2023-07-22 17:00:00,,600 Palomar St.,,060730132051000,6d826d3cf33ae9689bde358152df45a2,False
230722L00062064,CVL62063,Municipal Code Violation,Wanted Subject,2023-07-22 16:57:49.457,2023-07-22 17:00:00,,600 Palomar St.,,060730132051000,6d826d3cf33ae9689bde358152df45a2,False
230722L00062066,CVL62063,Found,Wanted Subject,2023-07-22 17:17:27.733,2023-07-22 17:00:00,,600 Palomar St.,,060730132051000,6d826d3cf33ae9689bde358152df45a2,False
220322L00023518,CVL23514,Burglary - Commercial,Possible Fire,2022-03-22 13:18:03.417,2022-03-22 13:03:00,600 BLOCK H ST,900 Red Granite Rd.,060730127002008,060730133262000,353b3c528cafbbffc27c88fc1873748e,False
220322L00023515,CVL23514,Illegally Parked Vehicle,Possible Fire,2022-03-22 13:01:17.397,2022-03-22 13:03:00,300 BLOCK THIRD AV,900 Red Granite Rd.,060730123021005,060730133262000,353b3c528cafbbffc27c88fc1873748e,False
220322L00023517,CVL23514,Incident Follow Up,Possible Fire,2022-03-22 13:12:18.540,2022-03-22 13:03:00,1300 BLOCK SANTA ALICIA AV,900 Red Granite Rd.,060730133252000,060730133262000,353b3c528cafbbffc27c88fc1873748e,False
220404L00027194,CV2204478,Disturbance - General,Welfare Check,2022-04-04 17:43:33.770,2022-04-04 17:45:00,1600 BLOCK SANTA VENETIA ST,Paseo Ladera/Telegraph Canyon Road,060730133171001,060730134144007,4518e4ed834645d90d1e9108febcd56e,False
220404L00027196,CV2204478,Illegally Parked Vehicle,Welfare Check,2022-04-04 17:48:16.120,2022-04-04 17:45:00,300 BLOCK OXFORD ST,Paseo Ladera/Telegraph Canyon Road,060730132031000,060730134144007,4518e4ed834645d90d1e9108febcd56e,False
220404L00027197,CV2204478,Suspicious Person,Welfare Check,2022-04-04 17:50:08.073,2022-04-04 17:45:00,1700 BLOCK LEMON GRASS WY,Paseo Ladera/Telegraph Canyon Road,060730133211009,060730134144007,4518e4ed834645d90d1e9108febcd56e,False
220404L00027193,CV2204478,Disturbance - General,Welfare Check,2022-04-04 17:46:12.383,2022-04-04 17:45:00,50 BLOCK BROADWAY,Paseo Ladera/Telegraph Canyon Road,060730125023000,060730134144007,4518e4ed834645d90d1e9108febcd56e,False
220420L00031980,CVL31962,Incident Follow Up,Unknown Problem,2022-04-20 15:44:24.180,2022-04-20 15:30:00,200 BLOCK THIRD AV,00 Oaklawn Ave.,060730123021002,060730126001003,e4d2b13b4968c7bf1026b3cc287ecd79,False
220420L00031967,CVL31962,Incident Follow Up,Unknown Problem,2022-04-20 15:11:54.267,2022-04-20 15:30:00,700 BLOCK THIRD AV,00 Oaklawn Ave.,060730130002000,060730126001003,e4d2b13b4968c7bf1026b3cc287ecd79,False
220420L00031978,CVL31962,Vehicle Theft,Unknown Problem,2022-04-20 15:39:33.890,2022-04-20 15:30:00,700 BLOCK THIRD AV,00 Oaklawn Ave.,060730130002000,060730126001003,e4d2b13b4968c7bf1026b3cc287ecd79,False
220420L00031976,CVL31962,[Protected Call Type],Unknown Problem,2022-04-20 15:33:32.757,2022-04-20 15:30:00,800 BLOCK PALOMAR ST,00 Oaklawn Ave.,060730131031000,060730126001003,e4d2b13b4968c7bf1026b3cc287ecd79,False
220420L00031968,CVL31962,Check a Person's Well Being,Unknown Problem,2022-04-20 15:12:24.680,2022-04-20 15:30:00,800 BLOCK BROADWAY,00 Oaklawn Ave.,060730126004000,060730126001003,e4d2b13b4968c7bf1026b3cc287ecd79,False
220420L00031981,CVL31962,Suspicious Vehicle,Unknown Problem,2022-04-20 15:46:01.527,2022-04-20 15:30:00,1500 BLOCK MELROSE AV,00 Oaklawn Ave.,060730133061002,060730126001003,e4d2b13b4968c7bf1026b3cc287ecd79,False
220420L00031969,CVL31962,Overdose,Unknown Problem,2022-04-20 15:15:14.423,2022-04-20 15:30:00,1 BLOCK FOURTH AV,00 Oaklawn Ave.,060730124011024,060730126001003,e4d2b13b4968c7bf1026b3cc287ecd79,False
220420L00031977,CVL31962,Civil Dispute,Unknown Problem,2022-04-20 15:40:23.963,2022-04-20 15:30:00,200 BLOCK ONEIDA ST,00 Oaklawn Ave.,060730133093006,060730126001003,e4d2b13b4968c7bf1026b3cc287ecd79,False
220420L00031974,CVL31962,False Alarm - Undefined,Unknown Problem,2022-04-20 15:31:06.230,2022-04-20 15:30:00,2400 BLOCK RIVIERA DR,00 Oaklawn Ave.,060730133163002,060730126001003,e4d2b13b4968c7bf1026b3cc287ecd79,False
220420L00031971,CVL31962,Illegally Parked Vehicle,Unknown Problem,2022-04-20 15:19:18.650,2022-04-20 15:30:00,300 BLOCK TROUSDALE DR,00 Oaklawn Ave.,060730124011004,060730126001003,e4d2b13b4968c7bf1026b3cc287ecd79,False
220420L00031972,CVL31962,Reckless Driver,Unknown Problem,2022-04-20 15:20:57.580,2022-04-20 15:30:00,L ST & FOURTH AV,00 Oaklawn Ave.,060730131042000,060730126001003,e4d2b13b4968c7bf1026b3cc287ecd79,False
230402L00027470,,Extra Patrol,,2023-04-02 08:39:50.977,2023-04-02 08:53:00,1400 BLOCK LAKE CREST DR,330 Moss St,060730133203002,060730131022000,a7df0277404f2e073ea25d556c93baeb,False
210908L00075522,,Assault,,2021-09-08 12:32:03.133,2021-09-08 12:37:00,1100 BLOCK TOBIAS DR,315 4th Ave,060730131024002,060730123021013,adc2135a0ced70e95d846b14671599e6,False
210908L00075526,,[Protected Call Type],,2021-09-08 12:33:53.987,2021-09-08 12:37:00,1000 BLOCK DEL MAR AV,315 4th Ave,060730131021008,060730123021013,adc2135a0ced70e95d846b14671599e6,False
210908L00075520,,Disturbance - General,,2021-09-08 12:28:03.147,2021-09-08 12:37:00,100 BLOCK WOODLAWN AV,315 4th Ave,060730125021000,060730123021013,adc2135a0ced70e95d846b14671599e6,False
210908L00075532,,Disabled Vehicle,,2021-09-08 12:54:48.850,2021-09-08 12:37:00,OTAY LAKES RD & E H ST,315 4th Ave,060730126001004,060730123021013,adc2135a0ced70e95d846b14671599e6,False
210908L00075523,,Vandalism,,2021-09-08 12:33:17.823,2021-09-08 12:37:00,900 BLOCK FOURTH AV,315 4th Ave,060730131042000,060730123021013,adc2135a0ced70e95d846b14671599e6,False
210908L00075516,,Municipal Code Violation,,2021-09-08 12:21:13.490,2021-09-08 12:37:00,THIRD AV & J ST,315 4th Ave,060730129001005,060730123021013,adc2135a0ced70e95d846b14671599e6,False
210908L00075524,,Incident Follow Up,,2021-09-08 12:39:35.950,2021-09-08 12:37:00,300 BLOCK PALM AV,315 4th Ave,060730133082001,060730123021013,adc2135a0ced70e95d846b14671599e6,False
210908L00075518,,Disturbance - General,,2021-09-08 12:25:59.443,2021-09-08 12:37:00,400 BLOCK D ST,315 4th Ave,060730124012000,060730123021013,adc2135a0ced70e95d846b14671599e6,False
210908L00075529,,Disabled Vehicle,,2021-09-08 12:45:36.077,2021-09-08 12:37:00,E H ST & HIDDEN VISTA DR,315 4th Ave,060730134121008,060730123021013,adc2135a0ced70e95d846b14671599e6,False
210908L00075531,,Traffic Stop,,2021-09-08 12:48:00.447,2021-09-08 12:37:00,2300 BLOCK BOSWELL RD,315 4th Ave,060730134242007,060730123021013,adc2135a0ced70e95d846b14671599e6,False
210908L00075530,,Traffic Collision,,2021-09-08 12:44:53.693,2021-09-08 12:37:00,PASEO LADERA & E PALOMAR ST,315 4th Ave,060730133093006,060730123021013,adc2135a0ced70e95d846b14671599e6,False
210908L00075515,,Incident Follow Up,,2021-09-08 12:20:37.447,2021-09-08 12:37:00,600 BLOCK VIA LA CUESTA,315 4th Ave,060730134161007,060730123021013,adc2135a0ced70e95d846b14671599e6,False
210908L00075528,,Vandalism,,2021-09-08 12:44:53.780,2021-09-08 12:37:00,800 BLOCK ANCHORAGE PL,315 4th Ave,060730134243009,060730123021013,adc2135a0ced70e95d846b14671599e6,False
210908L00075517,,Illegally Parked Vehicle,,2021-09-08 12:24:33.770,2021-09-08 12:37:00,K ST & GARDEN PL,315 4th Ave,060730130003003,060730123021013,adc2135a0ced70e95d846b14671599e6,False
210721L00060579,,Check a Person's Well Being,,2021-07-21 13:18:17.383,2021-07-21 13:00:00,300 BLOCK BROADWAY,"Racquetball courts, 900 Otay Lakes Rd",060730125011000,060730134151000,ce37c3c8c084e8415bb458c7e4294580,False
210721L00060570,,Graffiti,,2021-07-21 12:46:46.833,2021-07-21 13:00:00,700 BLOCK BROADWAY,"Racquetball courts, 900 Otay Lakes Rd",060730126003000,060730134151000,ce37c3c8c084e8415bb458c7e4294580,False
210721L00060573,,Non-Injury Collision,,2021-07-21 12:58:41.980,2021-07-21 13:00:00,100 BLOCK MONTGOMERY ST,"Racquetball courts, 900 Otay Lakes Rd",060730133071002,060730134151000,ce37c3c8c084e8415bb458c7e4294580,False
210721L00060577,,Disturbance - General,,2021-07-21 13:14:28.590,2021-07-21 13:00:00,500 BLOCK GLOVER AV,"Racquetball courts, 900 Otay Lakes Rd",060730130001002,060730134151000,ce37c3c8c084e8415bb458c7e4294580,False
210721L00060575,,Non-Injury Collision,,2021-07-21 13:06:00.687,2021-07-21 13:00:00,J ST & FIRST AV,"Racquetball courts, 900 Otay Lakes Rd",060730129003008,060730134151000,ce37c3c8c084e8415bb458c7e4294580,False
210721L00060576,,[Protected Call Type],,2021-07-21 13:12:49.563,2021-07-21 13:00:00,1 BLOCK CONNOLEY CI,"Racquetball courts, 900 Otay Lakes Rd",060730133071002,060730134151000,ce37c3c8c084e8415bb458c7e4294580,False
210721L00060571,,Other Incident,,2021-07-21 12:51:49.277,2021-07-21 13:00:00,1500 BLOCK OLEANDER AV,"Racquetball courts, 900 Otay Lakes Rd",060730133121002,060730134151000,ce37c3c8c084e8415bb458c7e4294580,False
210721L00060574,,Suspicious Person,,2021-07-21 13:02:19.043,2021-07-21 13:00:00,1100 BLOCK BUENA VISTA WY,"Racquetball courts, 900 Otay Lakes Rd",060730134141000,060730134151000,ce37c3c8c084e8415bb458c7e4294580,False
210721L00060569,,Unknown Problem,,2021-07-21 12:45:52.640,2021-07-21 13:00:00,OTAY LAKES RD & BONITA RD,"Racquetball courts, 900 Otay Lakes Rd",060730134111013,060730134151000,ce37c3c8c084e8415bb458c7e4294580,False
210721L00060578,,Petty Theft <=$950,,2021-07-21 13:16:16.460,2021-07-21 13:00:00,1900 BLOCK EMERYVILLE CT,"Racquetball courts, 900 Otay Lakes Rd",060730133233004,060730134151000,ce37c3c8c084e8415bb458c7e4294580,False
210725L00061795,2109292,Non-Injury Collision,Narcotics,2021-07-25 09:06:15.277,2021-07-25 09:05:00,FOURTH AV & L ST,Fifth Ave/ K St,060730131042000,060730110002027,d321800347201ef0698770524ffa02f6,False
210725L00061796,2109292,Suspicious Person,Narcotics,2021-07-25 09:12:06.743,2021-07-25 09:05:00,E H ST & I805,Fifth Ave/ K St,060730134092000,060730110002027,d321800347201ef0698770524ffa02f6,False
210725L00061794,2109292,Narcotics,Narcotics,2021-07-25 09:03:38.583,2021-07-25 09:05:00,FIFTH AV & K ST,Fifth Ave/ K St,060730124012002,060730110002027,d321800347201ef0698770524ffa02f6,False
210725L00061797,2109292,Vehicle Burglary,Narcotics,2021-07-25 09:15:27.630,2021-07-25 09:05:00,1500 BLOCK HENDRIX PL,Fifth Ave/ K St,060730133261000,060730110002027,d321800347201ef0698770524ffa02f6,False
210723L00061127,,False Alarm - Undefined,Hot Team Assist,2021-07-23 08:57:35.820,2021-07-23 09:10:00,300 BLOCK H ST,4800 Main St,060730128003001,060730133173050,d4d60a44f87ac03b18d75dfdbfa763b9,False
210723L00061134,,Traffic Collision,Hot Team Assist,2021-07-23 09:28:27.347,2021-07-23 09:10:00,TELEGRAPH CANYON RD & BUENA VISTA WY,4800 Main St,060730134141000,060730133173050,d4d60a44f87ac03b18d75dfdbfa763b9,False
